name,code
Internal Medicine,3050140C0
Medicine-Primary,3050140M0
Medicine-Preliminary,3050140P0
Med-Prelim/Neurology,3050140P1
Neurological Surgery,3050160C0
Neurology,3050180A0
Obstetrics-Gynecology,3050220C0
Orthopaedic Surgery,3050260C0
Ortho Surgery/Research,3050260C1
Otolaryngology,3050280C0
Pathology,3050300C0
Pediatrics,3050320C0
Plastic Surgery (Integrated),3050362C0
Psychiatry,3050400C0
Psychiatry/Child Psych,3050400C1
Interventional Radiology (Integ),3050416A0
Radiology-Diagnostic,3050420A0
General Surgery,3050440C0
Surgery-Preliminary,3050440P0
Vascular Surgery,3050451C0
Medicine-Pediatrics,3050700C0
Psychiatry-Neurology,3050755C1
Emergency Medicine,1308110C0
Family Medicine,1308120C0
Internal Medicine,1308140C0
Obstetrics-Gynecology,1308220C0
Orthopaedic Surgery,1308260C0
General Surgery,1308440C0
Emergency Medicine,1930110C0
Family Medicine/Osteopathic,1930120C0
Internal Medicine,1930140C0
Neurology,1930180C0
Obstetrics-Gynecology,1930220C0
Orthopaedic Surgery,1930260C0
Otolaryngology,1930280C0
General Surgery,1930440C0
Emergency Medicine,1303110C0
Family Medicine,1303120C0
Internal Medicine,1303140C0
Neurological Surgery,1303160C0
Obstetrics-Gynecology,1303220C0
Orthopaedic Surgery,1303260C0
Radiology-Diagnostic,1303420A0
General Surgery,1303440C0
Surgery-Preliminary,1303440P0
Vascular Surgery,1303451C0
Emergency Medicine,1915110C0
Family Medicine,1915120C0
Internal Medicine,1915140C0
Obstetrics-Gynecology,1915220C0
Pathology,1915300C0
Pediatrics,1915320C0
General Surgery,1915440C0
Surgery-Preliminary,1915440P0
Family Medicine,1920120C0
Internal Medicine,1920140C0
Pediatrics,1920320C0
Psychiatry,1920400C0
Anesthesiology/Royal Oak,1978040C0
Dermatology/Trenton,1978080C0
Derm/Farm Hills/Osteopathic,1978080C2
Emergency Medicine/Royal Oak,1978110C0
Emergency Med/Farm Hills,1978110C1
Emer Med/Trenton & Dearborn,1978110C2
Family Medicine/Troy,1978120C0
Family Med/Grosse Pointe,1978120C1
Fam Med/Farm Hills/Osteopathic,1978120C2
Family Medicine/Wayne,1978120C3
Internal Medicine/Royal Oak,1978140C0
Internal Medicine/Dearborn,1978140C1
Internal Medicine/Trenton,1978140C2
Internal Medicine/Farm Hills,1978140C3
Med-Prelim/Dearborn,1978140P1
Neuro Surg/Royal Oak & Dearborn,1978160C0
Neurology/Farm Hills & Royal Oak,1978180C0
Obstetrics-Gynecology/Royal Oak,1978220C0
Obstetrics-Gynecology/Dearborn,1978220C1
Obstetrics-Gynecology/Trenton,1978220C2
Obstetrics-Gynecology/Farm Hills,1978220C3
Ortho Surgery/Royal Oak & Taylor,1978260C0
Ortho Surg/Farm Hills & Dearborn,1978260C1
Otolaryngology/Farmington Hills,1978280C0
Pathology/Royal Oak,1978300C0
Pediatrics/Royal Oak,1978320C0
Phys Med & Rehab/Royal Oak,1978340C0
Phys Medicine & Rehab/Taylor,1978340C1
Psychiatry/Southfield,1978400C0
Intervent Rad (Integ)/Royal Oak,1978416C0
Radiology-Diagnostic/Royal Oak,1978420C0
Radiology-Diagnostic/Dearborn,1978420C1
Radiology-Diagnostic/Farm Hills,1978420C2
Radiology-Diagnostic/Farm Hills,1978420R1
Radiation Oncology/Royal Oak,1978430C0
General Surgery/Royal Oak,1978440C0
Gen Surg/Trenton & Dearborn,1978440C1
General Surgery/Farm Hills,1978440C2
Surg-Prelim/Royal Oak,1978440P0
Medicine-Pediatrics/Royal Oak,1978700C0
Trans/Ophthalmology/Royal Oak,1978999P1
Trans/Ophthal/Dearborn & Taylor,1978999P4
Emergency Medicine,1320110C0
Family Medicine,1320120C0
Family Medicine/MIDOCS,1320120C1
Internal Medicine,1320140C0
Obstetrics-Gynecology,1320220C0
Pediatrics,1320320C0
Psychiatry,1320400C0
Psychiatry/MIDOCS,1320400C1
General Surgery,1320440C0
Pediatrics,1843320C0
Peds-Prelim/Child Neurology,1843320P0
Anesthesiology,1295040C0
Emergency Medicine,1295110C0
Emergency Med/Sinai-Grace,1295110C1
Family Medicine,1295120C0
Int Med/Det/Harper/VA,1295140C0
Internal Med/Sinai-Grace,1295140C1
Internal Medicine/HVSH,1295140C2
Neurology,1295180C0
Child Neurology,1295185A0
Child Neurology,1295185R0
Obstetrics-Gynecology,1295220C0
Orthopaedic Surgery,1295260C0
Otolaryngology/Huron Valley,1295280C1
Phys Medicine & Rehab,1295340A0
Psychiatry,1295400C0
Psychiatry/Child Psych,1295400C2
Radiology-Diagnostic,1295420A0
Radiology-Diagnostic,1295420R0
Radiation Oncology,1295430A0
General Surgery,1295440C0
General Surgery/Sinai-Grace,1295440C1
Surgery-Preliminary,1295440P0
Medicine-Pediatrics,1295700C0
Pediatrics-Medical Genetics,1295765C0
Transitional,1295999P0
Emergency Medicine,2106110C0
Family Medicine,2106120C0
Internal Medicine,2106140C0
Neurology,2106180C0
Orthopaedic Surgery,2106260C0
General Surgery,2106440C0
Anesthesiology,1300040C0
Dermatology,1300080A0
Emergency Medicine,1300110C0
Family Medicine,1300120C0
Internal Medicine,1300140C0
Neurological Surgery,1300160C0
Neurology,1300180C0
Obstetrics-Gynecology,1300220C0
Orthopaedic Surgery,1300260C0
Otolaryngology,1300280C0
Pathology,1300300C0
Psychiatry,1300400C0
Interventional Radiology (Integ),1300416C0
Radiology-Diagnostic,1300420C0
Radiation Oncology,1300430A0
General Surgery,1300440C0
Surgery-Preliminary,1300440P0
Medicine-Emergency Med,1300705C0
Transitional,1300999P0
Emergency Medicine,1741110C0
Family Medicine,1741120C0
Internal Medicine,1741140C0
Psychiatry,1741400C0
General Surgery,1741440C0
Transitional,1741999P0
Emergency Medicine,1924110C0
Family Medicine,1924120C0
Internal Medicine,1924140C0
Obstetrics-Gynecology,1924220C0
Orthopaedic Surgery,1924260C0
Otolaryngology,1924280C0
General Surgery,1924440C0
Emergency Medicine,2043110C0
Obstetrics-Gynecology,2043220C0
General Surgery,2043440C0
Internal Medicine,1307140C0
Obstetrics-Gynecology,1307220C0
Pediatrics,1307320C0
Medicine-Pediatrics,1307700C0
Transitional,1307999P0
Osteo Neuromusculo Med,2123275C0
Phys Medicine & Rehab,1944340A0
Anesthesiology/Lansing,1866040C0
Anesthesiology/Oakland,1866040C1
Anesthesiology/Flint,1866040C2
Anesthesiology/Flint,1866040R0
Anesthesiology/Oakland,1866040R1
Emergency Medicine/Macomb,1866110C0
Emergency Medicine/Oakland,1866110C1
Family Medicine/Flint,1866120C0
Family Medicine/Macomb,1866120C1
Family Medicine/Oakland,1866120C2
Family Medicine/Lansing,1866120C3
Family Medicine/Bay,1866120C4
Family Medicine/Petoskey,1866120C6
Internal Medicine/Flint,1866140C0
Internal Medicine/Lansing,1866140C1
Internal Medicine/Macomb,1866140C2
Internal Medicine/Oakland,1866140C3
Obstetrics-Gynecology/Lansing,1866220C0
Obstetrics-Gynecology/Macomb,1866220C1
Orthopaedic Surgery/Flint,1866260C0
Orthopaedic Surgery/Oakland,1866260C1
Orthopaedic Surgery/Macomb,1866260C2
Orthopaedic Surgery/Lansing,1866260C3
Otolaryngology/Oakland,1866280C0
Radiology-Diagnostic/Oakland,1866420C0
General Surgery/Lansing,1866440C0
General Surgery/Macomb,1866440C1
Transitional/Oakland,1866999P0
Family Medicine,2436120C0
Psychiatry,2436400C0
Psychiatry/Rural,2436400C1
Family Medicine/Midland,1961120C0
Family Med/Rural-Alpena,1961120C1
Family Medicine,1349120C0
Psychiatry,1634400C0
Psychiatry/Rural,1634400C1
Family Medicine,1530120C0
Emergency Medicine,1315110C0
Family Medicine,1315120C0
Internal Medicine,1315140C0
Neurology,1315180C0
Obstetrics-Gynecology,1315220C0
Pediatrics,1315320C0
Phys Medicine & Rehab,1315340C0
General Surgery,1315440C0
Emergency Medicine,1951110C0
Family Medicine,1951120C0
Internal Medicine,1951140C0
Emergency Medicine,2077110C0
Family Medicine,2077120C1
Internal Medicine,2077140C0
Neurological Surgery,2077160C0
Neurology,2077180C1
Child Neurology,2077185C0
Obstetrics-Gynecology,2077220C0
Orthopaedic Surgery,2077260C0
Pediatrics,2077320C0
Plastic Surgery (Integrated),2077362C0
Interventional Radiology (Integ),2077416C0
Radiology-Diagnostic,2077420C0
General Surgery,2077440C0
Surgery-Preliminary,2077440P0
Vascular Surgery,2077451C0
Medicine-Pediatrics,2077700C0
Transitional,2077999P0
Internal Medicine,1292140C0
Obstetrics-Gynecology,1292220C0
General Surgery,1292440C0
Transitional,1292999P0
Transitional/PM&R,1292999P1
Family Medicine,1995120C0
Internal Medicine,1995140C0
Neurology,1995180C0
Transitional,1995999P0
Dermatology,1400080A0
Family Medicine,1400120C0
Emergency Medicine,1418110C0
Family Medicine,1418120C0
Internal Medicine,1418140C0
Psychiatry,1418400C0
Transitional,1418999P0
Emergency Medicine,2102110C0
Family Medicine,2102120C0
Internal Medicine,2102140C0
Obstetrics-Gynecology,2102220C0
Osteo Neuromusculo Med,2102275C0
Internal Medicine,1319140C0
Obstetrics-Gynecology,1319220C0
Radiology-Diagnostic,1319420C0
General Surgery,1319440C0
Surg-Prelim/Anesthesiology-WSU,1319440P1
Transitional,1319999P0
Emergency Medicine,2170110C0
Family Medicine/Osteopathic,2170120C0
Internal Medicine,2170140C0
Obstetrics-Gynecology,2170220C0
Orthopaedic Surgery,2170260C0
General Surgery/Osteopathic,2170440C0
Anesthesiology,1293040C0
Dermatology,1293080A0
Emergency Medicine,1293110C0
Family Med/Ypsilanti,1293120C0
Family Med/Chelsea,1293120C1
Family Med/Spanish,1293120C3
Internal Medicine,1293140C0
Internal Medicine/PSTP,1293140C1
Med-Prelim/Ophthalmology,1293140P2
Neurological Surgery,1293160C0
Neurology,1293180C0
Child Neurology,1293185C0
Child Neurology,1293185R0
Obstetrics-Gynecology,1293220C0
Orthopaedic Surgery,1293260C0
Otolaryngology,1293280C0
Otolaryngology/Research,1293280C1
Pathology,1293300C0
Pathology/PSTP,1293300C1
Pediatrics,1293320C0
Pediatrics/PPSTP,1293320C2
Phys Medicine & Rehab,1293340A0
Plastic Surgery (Integrated),1293362C0
Psychiatry,1293400C0
Interventional Radiology (Integ),1293416C0
Radiology-Diagnostic,1293420A0
Radiation Oncology,1293430A0
General Surgery,1293440C0
Surgery-Preliminary,1293440P0
Vascular Surgery,1293451C0
Thoracic Surgery,1293461C0
Medicine-Pediatrics,1293700C0
Pediatrics-Medical Genetics,1293765C0
Family Medicine,2014120C0
Anesthesiology,1361040A0
Dermatology,1361080A0
Family Medicine,1361120C0
Family Medicine/Urban,1361120C1
Internal Medicine,1361140C0
Otolaryngology,1361280C0
Transitional,1361999P0
Transitional/Preventive Med,1361999P1
Trans/Radiology-Rochester,1361999P2
Emergency Medicine,1314110C0
Family Medicine/Kalamazoo,1314120C0
Family Medicine/Battle Creek,1314120C1
Family Med/Kalamazoo MIDocs,1314120C2
Internal Medicine,1314140C0
Medicine-Primary/MIDocs,1314140M0
Obstetrics-Gynecology,1314220C0
Orthopaedic Surgery,1314260C0
Pediatrics,1314320C0
Pediatrics-Primary/MIDocs,1314320M0
Psychiatry,1314400C0
Psychiatry/MIDocs,1314400C1
General Surgery,1314440C0
Gen Surg/MIDocs Rural Surg,1314440C1
Medicine-Pediatrics,1314700C0
Internal Medicine,1330140C0
Family Medicine,1342120C0
Dermatology,1335080A0
Dermatology,1335080R0
Emergency Medicine,1335110C0
Family Med/Western WI Rural,1335120C2
Emergency Medicine,1329110C0
Family Medicine,1329120C0
Internal Medicine,1329140C0
Psychiatry,1329400C0
General Surgery,1329440C0
Surgery-Preliminary,1329440P0
Medicine-Emergency Med,1329705C0
Transitional,1329999P0
Anesthesiology,1328040C0
Dermatology,1328080A0
Dermatology/Research,1328080A1
Dermatology,1328080C0
Emergency Medicine,1328110C0
Family Medicine,1328120C0
Family Medicine/Eau Claire,1328120C1
Family Medicine/LaCrosse,1328120C2
Family Medicine/Mankato,1328120C3
Internal Medicine,1328140C0
Int Med/CI Research,1328140C1
Medicine-Preliminary,1328140P0
Neurological Surgery,1328160C0
Neurology,1328180C0
Child Neurology,1328185C0
Obstetrics-Gynecology,1328220C0
Orthopaedic Surgery,1328260C0
Otolaryngology,1328280C0
Path-Anatomic and Clinical,1328300C0
Path-Anatomic/Neuropathology,1328300C2
Path-Physician Scientist,1328300C4
Pediatrics,1328320C0
Phys Medicine & Rehab,1328340A0
Phys Medicine & Rehab,1328340C0
Plastic Surgery (Integrated),1328362C0
Psychiatry,1328400C0
Interventional Radiology (Integ),1328416A0
Radiology-Diagnostic,1328420A0
Radiology-Diagnostic,1328420R0
Radiation Oncology,1328430A0
General Surgery,1328440C0
Gen Surg/Integrated Comm & Rural,1328440C2
Surgery-Preliminary,1328440P0
Vascular Surgery,1328451C0
Anesthesiology,1334040C0
Anesthesiology,1334040R0
Dermatology,1334080A0
Family Med/Methodist,1334120C0
Family Med/N Memorial,1334120C1
Family Med/Smileys,1334120C2
Family Med/St Johns,1334120C3
Family Med/Woodwinds,1334120C4
Family Med/St Cloud,1334120C6
Family Med/Duluth,1334120C7
Internal Medicine,1334140C0
Internal Medicine/PSTP,1334140C1
Medicine-Primary,1334140M0
Neurological Surgery,1334160C0
Neurology,1334180C0
Obstetrics-Gynecology,1334220C0
Orthopaedic Surgery,1334260C0
Otolaryngology,1334280C0
Pathology,1334300C0
Pediatrics,1334320C0
Pediatrics/MN Immigrant IMG,1334320C1
Pediatrics/PSTP,1334320C2
Phys Medicine & Rehab,1334340A0
Phys Medicine & Rehab,1334340C0
Plastic Surgery (Integrated),1334362C0
Psychiatry,1334400C0
Interventional Radiology (Integ),1334416C0
Radiology-Diagnostic,1334420C0
Radiology-Diagnostic,1334420R0
Radiation Oncology,1334430A0
General Surgery,1334440C0
General Surgery/Rural,1334440C1
Surgery-Preliminary,1334440P0
Surg-Prelim/Gen Surg & Neurosurg,1334440P1
Vascular Surgery,1334451C0
Medicine-Pediatrics,1334700C0
Medicine-Dermatology,1334785C0
Family Medicine,2299120C0
Transitional,2299999P0
Transitional/Radiology,2299999P1
Internal Medicine,2266140C0
Internal Medicine,2288140C0
Family Medicine,2144120C0
Family Medicine,1692120C0
Emergency Medicine,1923110C0
Internal Medicine,1923140C0
Family Medicine,2294120C0
Internal Medicine,2294140C0
Family Medicine,2253120C0
Psychiatry,2296400C0
Family Medicine,1218120C0
Internal Medicine,1218140C0
Anesthesiology,1957040C0
Anesthesiology,1957040R0
Dermatology,1957080A0
Emergency Medicine,1957110C0
Family Medicine,1957120C0
Internal Medicine,1957140C0
Medicine-Primary,1957140M0
Medicine-Preliminary,1957140P0
Med-Prelim/Ophthalmology,1957140P2
Med-Prelim/Radiation Onc,1957140P5
Med-Prelim/Prevent Med,1957140P6
Neurological Surgery,1957160C0
Neurology,1957180C0
Child Neurology,1957185C0
Child Neurology,1957185R0
Obstetrics-Gynecology,1957220C0
Ob-Gyn/Preliminary,1957220P0
Orthopaedic Surgery,1957260C0
Otolaryngology,1957280C0
Pathology,1957300C0
Pediatrics,1957320C0
Plastic Surgery (Integrated),1957362C0
Psychiatry,1957400C0
Psychiatry/Child/Adult Psych,1957400C1
Interventional Radiology (Integ),1957416C0
Radiology-Diagnostic,1957420C0
Radiation Oncology,1957430A0
General Surgery,1957440C0
Surgery-Preliminary,1957440P0
Medicine-Pediatrics,1957700C0
Anesthesiology/3 yr,1353040A0
Anesthesiology/4 yr,1353040C0
Anesthesiology/ASAP 5 yr,1353040C1
Anesthesiology,1353040R0
Dermatology,1353080A0
Dermatology/Physician Scientist,1353080A1
Emergency Medicine,1353110C0
Internal Medicine,1353140C0
Internal Medicine/PSTP,1353140C1
Medicine-Primary,1353140M0
Medicine-Preliminary,1353140P0
Med-Prelim/Ophthalmology,1353140P2
Neurological Surgery,1353160C0
Neurology,1353180C0
Obstetrics-Gynecology,1353220C0
Orthopaedic Surgery,1353260C0
Otolaryngology,1353280C0
Otolaryngology/Research,1353280C1
Clinical Pathology,1353300C0
Anat/Clin & Anat Path,1353300C1
Phys Medicine & Rehab,1353340A0
Phys Medicine & Rehab,1353340C0
Plastic Surgery (Integrated),1353362C0
Psychiatry,1353400C0
Interventional Radiology (Integ),1353416A0
Radiology-Diagnostic,1353420A0
Rad-Diag/Research,1353420A1
Radiology-Diagnostic,1353420R0
Radiation Oncology,1353430A0
General Surgery,1353440C0
Surgery-Preliminary,1353440P2
Surg-Prelim/Int Radiology,1353440P3
Vascular Surgery,1353451C0
Child Neurology,1494185C0
Pediatrics,1494320C0
Pediatrics-Preliminary,1494320P0
Family Medicine,3167120C0
Family Med/Jordan Valley,3167120C1
Family Med/Research Med Ctr,2984120C0
Family Medicine/Lee Summit Ctr,2984120C2
Internal Med/Overland Park,2984140C0
Ob-Gyn/Overland Park,2984220C0
General Surgery/Menorah,2984440C0
Dermatology/ADCS-Orlando,1987080A2
Emergency Medicine/Freeman,1987110C0
Family Medicine/Reid,1987120C0
Family Med/St Lukes Des Peres,1987120C1
Family Medicine/Freeman,1987120C2
Internal Medicine/Freeman,1987140C0
Orthopaedic Surgery/HCA,1987260C0
Otolaryngology/Freeman,1987280C0
Psychiatry/Ozark,1987400C0
General Surgery/St Anthony,1987440C0
Family Medicine,1362120C0
Internal Medicine,1362140C0
Obstetrics-Gynecology,1362220C0
Transitional,1362999P0
Internal Medicine,1999140C0
Child Neurology,1869185C0
Child Neurology,1869185R0
Pediatrics,1869320C0
Pediatrics-Preliminary,1869320P0
Pediatrics-Medical Genetics,1869765C0
Anesthesiology,1365040C0
Dermatology,1365080A0
Dermatology,1365080R0
Emergency Medicine,1365110C0
Family Med/Belleville,1365120C0
Family Medicine,1365120C1
Internal Medicine,1365140C0
Medicine-Preliminary,1365140P0
Neurology,1365180C0
Child Neurology,1365185C0
Obstetrics-Gynecology,1365220C0
Orthopaedic Surgery,1365260C0
Otolaryngology,1365280C0
Pathology,1365300C0
Pediatrics,1365320C0
Plastic Surgery (Integrated),1365362C0
Psychiatry,1365400C0
Interventional Radiology (Integ),1365416A0
Radiology-Diagnostic,1365420A0
General Surgery,1365440C0
Surgery-Preliminary,1365440P0
Vascular Surgery,1365451C0
Internal Medicine,1364140C0
Medicine-Preliminary,1364140P0
Dermatology/Osteopathic,2152080A0
Family Medicine,2152120C0
Osteo Neuromusculo Med,2152275C0
Anesthesiology/St Lukes,1343040C0
Emergency Medicine,1343110C0
Family Medicine,1343120C0
Internal Medicine,1343140C0
Medicine-Preliminary,1343140P0
Neurology,1343180C0
Obstetrics-Gynecology,1343220C0
Orthopaedic Surgery,1343260C0
Pathology,1343300C0
Radiology-Diagnostic,1343420A0
General Surgery,1343440C0
Surgery-Preliminary,1343440P0
Medicine-Pediatrics,1343700C0
Psychiatry,2075400C0
Anesthesiology,1994040C0
Anesthesiology,1994040R0
Dermatology,1994080A0
Emergency Medicine,1994110C0
Family Medicine,1994120C0
Family Medicine/CRMC,1994120C1
Family Med/Bothwell Rural,1994120C2
Internal Medicine,1994140C0
Medicine-Preliminary,1994140P0
Neurological Surgery,1994160C0
Neurology,1994180C0
Obstetrics-Gynecology,1994220C0
Orthopaedic Surgery/5 Yr,1994260C0
Otolaryngology,1994280C0
Pathology,1994300C0
Pediatrics,1994320C0
Peds/Health Informatics,1994320C1
Phys Medicine & Rehab,1994340A0
Plastic Surgery (Integrated),1994362C0
Psychiatry,1994400C0
Interventional Radiology (Integ),1994416A0
Radiology-Diagnostic,1994420A0
General Surgery,1994440C0
Surgery-Preliminary,1994440P0
Medicine-Pediatrics,1994700C0
Internal Medicine,1633140C0
Medicine-Preliminary,1633140P0
Family Medicine,1216120C0
Family Medicine/Missoula,1524120C0
Family Medicine/Kalispell,1524120C1
Family Medicine,3197120C0
Family Medicine,1372120C0
Internal Medicine,1372140C0
Internal Medicine/Rural,1372140C1
Medicine-Primary,1372140M0
Neurology,1372180C0
Obstetrics-Gynecology,1372220C0
Pathology,1372300C0
Psychiatry,1372400C0
Psychiatry/Rural,1372400C1
Radiology-Diagnostic,1372420A0
General Surgery,1372440C0
Surgery-Preliminary,1372440P0
Family Medicine,3021120C0
Anesthesiology,1376040A0
Anesthesiology,1376040C0
Anesthesiology,1376040R0
Dermatology,1376080A0
Emergency Medicine,1376110C0
Fam Med/Grand Island,1376120C1
Fam Med/North Platte,1376120C3
Fam Med/Scottsbluff,1376120C4
Fam Med/Traditional,1376120C5
Family Med/Kearney,1376120C6
Family Med/Urban,1376120C7
Internal Medicine,1376140C0
Internal Medicine/Geriatrics,1376140C1
Medicine-Primary,1376140M0
Medicine-Preliminary,1376140P0
Neurological Surgery,1376160C0
Neurology,1376180C0
Obstetrics-Gynecology,1376220C0
Orthopaedic Surgery,1376260C0
Otolaryngology,1376280C0
Pathology,1376300C0
Pediatrics,1376320C0
Phys Medicine & Rehab,1376340C0
Psychiatry,1376400C0
Interventional Radiology (Integ),1376416A0
Radiology-Diagnostic,1376420A0
Radiation Oncology,1376430A0
General Surgery,1376440C0
Medicine-Pediatrics,1376700C0
Internal Medicine,2337140C0
Medicine-Primary,2337140M0
Emergency Medicine,2028110C0
Family Medicine,2028120C0
Family Medicine/Rural,2028120C1
Internal Medicine,2028140C0
Medicine-Preliminary,2028140P0
Obstetrics-Gynecology,2028220C0
Orthopaedic Surgery,2028260C0
Otolaryngology,2028280C0
Pediatrics,2028320C0
Plastic Surgery (Integrated),2028362C0
Psychiatry,2028400C0
